title,address,date,description,price,phone,link
1 bedroom apartment for sale,"George Street, Merchant City, Glasgow",26/06/2020,"An impressive eighth floor apartment within the Headline Building, a landmark building in Glasgow’s Merchant City. This one-bedroom apartment occupies an incredibly convenient location and is exceptionally well placed to take advantage of an enviable selection of local amenities including e...","£160,000",0141 392 0351,https://www.rightmove.co.uk//property-for-sale/property-81357037.html
4 bedroom flat for sale,"Sandringham Court, Newton Mearns, Glasgow, G77",26/06/2020,A magnificent penthouse flat within this iconic Art Deco building extending to approximately 3000 square feet.,"£795,000",0141 392 0093,https://www.rightmove.co.uk//property-for-sale/property-71486442.html
2 bedroom detached bungalow for sale,"Milton Gardens, Calderbraes, Uddingston, Glasgow, G71 6EB",26/06/2020,"HD Video Available. A fantastic opportunity to acquire a stunning example of a family home set within the favoured locale of Calderbraes, Uddingston. This immediately impressive two bedroom detached bungalow has a delightful garden split over two levels and furthermore off street parking. Interna...","£195,000",01698 650069,https://www.rightmove.co.uk//property-for-sale/property-81362302.html
4 bedroom town house for sale,"Belvidere Gate, Glasgow, G31",26/06/2020,"A rarely available, townhouse conveniently located for a host of amenities and transport links. This fabulous family home comprises a welcoming reception hall, integrated kitchen leading into the versatile dining room, spacious lounge, four bedrooms, master en-suite, family bathroom, downstair...","£150,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-90679490.html
4 bedroom detached villa for sale,"51 North Grange Road, Bearsden, G61 3AG",26/06/2020,"Commanding a fine elevated position, with some of the best views the district has to offer, along with a sizable garden, this detached John Russell home is in the prime school catchment area for Bearsden Academy, Bearsden Primary and St. Nicholas Primary.","£399,000",0141 392 0134,https://www.rightmove.co.uk//property-for-sale/property-94059236.html
1 bedroom flat for sale,"7, 3f2 Apsley Street, Partick, Glasgow, G11 7SZ",26/06/2020,"Immaculate one bedroom period apartment set in Partick, Beautifully upgraded, Walk-in condition,","£120,000",0131 291 0140,https://www.rightmove.co.uk//property-for-sale/property-81361318.html
1 bedroom apartment for sale,"Riverford Road
Glasgow
G43 1PX",26/06/2020,Contemporary third-floor flat/ apartment close to AMENITIES with south-western aspect. OPEN PLAN LOUNGE includes a designer kitchen with integrated appliances. Choice of PORCELANOSA TILES available for the designer bathroom. PRIVATE PARKING. Highly energy efficient with SOLAR PV.,"£164,000",0141 392 0455,https://www.rightmove.co.uk//property-for-sale/property-94056872.html
2 bedroom flat for sale,"Fairyknowe Court, Bothwell, Glasgow, G71",26/06/2020,"Nestled in a quiet & exclusive cul de sac, this (1st floor) flat offers you spacious living with everything you'll need for your comfort and enjoyment. Initial highlights include a corner living room with dual aspect windows, kitchen with dining space, 2 double bedrooms, bathroom & en-suite. ","£195,000",01698 852237,https://www.rightmove.co.uk//property-for-sale/property-94016216.html
2 bedroom flat for sale,"Woodend, Giffnock, Glasgow, G46",26/06/2020,Beautifully refurbished apartment within this much admired private development in Giffnock.,"£325,000",0141 392 0093,https://www.rightmove.co.uk//property-for-sale/property-71485515.html
2 bedroom flat for sale,"Finlay Drive, Dennistoun, Glasgow, G31 2QX",26/06/2020,"****360 VIRTUAL TOUR AVAILABLE****Keys Estate Agents are delighted to offer to the market this traditional second floor flat, set within the popular and much sought after address of Finlay Drive, nest...","£159,950",0141 392 0463,https://www.rightmove.co.uk//property-for-sale/property-71485488.html
4 bedroom detached house for sale,"Arthurlie Drive, Newton Mearns, Glasgow, G77",26/06/2020,A traditional detached house set within fantastic garden grounds.,"£375,000",0141 392 0093,https://www.rightmove.co.uk//property-for-sale/property-71485473.html
4 bedroom detached house for sale,"Dochart Oval , Robroyston",26/06/2020,"MQ Estate Agents are delighted to present to the market this delightful detached villa in the Wallace Fields new build development in Glasgow. The property comprises of four bedrooms, kitchen, large open plan lounge and dining area, bathroom with separate shower and W.C. The property is in fant...","£249,995",0141 392 0198,https://www.rightmove.co.uk//property-for-sale/property-81360913.html
2 bedroom apartment for sale,"Argyll Place, Brancumhall, EAST KILBRIDE",26/06/2020,"* Stunningly Presented & Fully Upgraded Two Bedroom Ground Floor Apartment * Set In One Of East Kilbride Most Sought After Private Estates * Truly Walk In Condition With Both Fresh Modern & Neutral Tones Throughout * Generous Sized Front Facing Lounge, Upgraded Kitche (cont.)","£90,000",01352 385051,https://www.rightmove.co.uk//property-for-sale/property-94057982.html
2 bedroom terraced house for sale,"Anderson Avenue, Kilsyth",26/06/2020,"This two bedroom end-terraced on a large plot is brought to the market by established local agent Kelvin Valley Properties. Boasting a spacious interior, as well as good-sized front, side and rear gardens, the property has plenty of room to extend in future if desired.  Internally there is ...","£94,995",01236 355043,https://www.rightmove.co.uk//property-for-sale/property-71484813.html
4 bedroom detached villa for sale,"  Wellknowe Road, Thorntonhall, G74 5AH",26/06/2020,"Seldom available, a well presented period detached home set within generous and secluded garden grounds, located in one of Thorntonhall’s most coveted address.","£895,000",0141 392 0210,https://www.rightmove.co.uk//property-for-sale/property-94056977.html
2 bedroom apartment for sale,"Kintore Road, Newlands, Glasgow, G43 2EY",11/02/2020,"The Wallace is a two bedroom apartment perfectly suited for first time buyers. The entrance hallway with storage area leads on to all of the rooms within the apartment. An open-plan living space combines the lounge, kitchen and dining areas, making it a great spot for entertaining family and fri...","£191,495",0141 392 0007,https://www.rightmove.co.uk//property-for-sale/property-89345105.html
2 bedroom flat for sale,"Ingleby Drive, Dennistoun, G31",26/06/2020,@@@ANOTHER 'TIPTOP' PROPERTY FOR SALE@@@ 2 BED FLAT IN DENNISTOUN - PRIME LOCATION WALK- IN CONDITION- FULLY REFURBISHED RARELY AVAILABLE AT THIS PRICE AND IN SUCH FABULOUS CONDITION IDEAL FIRST-TIME BUYERS FLAT. IDEAL STUDENT FLAT VIEWING ESSENTIAL,"£110,000",0141 392 0015,https://www.rightmove.co.uk//property-for-sale/property-71484276.html
3 bedroom semi-detached house for sale,"vale walk, Bishopbriggs, G64 1LG",26/06/2020,"A most impressive semi-detached family home positioned within a desirable area in Bishopbriggs, offering generous family accommodation. The home is positioned within walking distance of a diverse range of shops and amenities. Bishopbriggs itself provides a wide range of amenities including shops,...","£175,000",0141 772 5900,https://www.rightmove.co.uk//property-for-sale/property-94051631.html
3 bedroom semi-detached house for sale,"Carna Drive, Simshill, Glasgow, G44",26/06/2020,"Covid-19 Viewing Guidelines Detailed Below - Set within a highly desirable residential pocket and offering well proportioned family accommodation throughout, this fully refurbished three bedroom semi detached villa with fabulous remodelled dining kitchen, driveway parking and generous gardens gro...","£199,995",0141 392 0848,https://www.rightmove.co.uk//property-for-sale/property-94051571.html
4 bedroom detached house for sale,"Glen Clova Drive, Cumbernauld, Glasgow",26/06/2020,"Beautifully presented four bedroom detached villa in a sought after Craigmarloch setting of Cumbernauld, well located for amenities and access to the motorway. The house provides excellent family accommodation and is in immaculate condition throughout, ready to move into.","£224,995",0141 392 0299,https://www.rightmove.co.uk//property-for-sale/property-81356407.html
4 bedroom detached bungalow for sale,"  Milverton Road, Giffnock, G46 7JN",26/06/2020,"Seldom available, a spacious and well presented period home, located in one of Glasgow’s most sought after residential neighbourhoods, close to Giffnock village centre, popular schools, Rouken Glen Park and Whitecraigs Train Station.","£630,000",0141 392 0210,https://www.rightmove.co.uk//property-for-sale/property-94051418.html
2 bedroom apartment for sale,"Sinclair Park, Murray, EAST KILBRIDE",26/06/2020,"* Home Report Available @ * Beautifully Presented Two Bedroom Second Floor Flat - Walk In Condition * Spacious Lounge With Space For Dining, Modern Fitted Kitchen & Bathroom * Two Double Bedrooms, Upgraded Electric Wet Heating System, Double Glaz (cont.)","£57,500",01352 385051,https://www.rightmove.co.uk//property-for-sale/property-94051286.html
3 bedroom semi-detached house for sale,"Nitshill Road, Glasgow, G46",26/06/2020,"Former Local Authority Semi Detached Villa. Reception hall + storage below stairs, lounge, fitted dining kitchen + integrated appliances, modern fitted & tiled shower room. 1st Floor: 3 bedrooms. Gas Central Heating. Double Glazing. Re-roofed. Low maintenance gardens to front and rear. Driveway.","£157,500",0141 634 0437,https://www.rightmove.co.uk//property-for-sale/property-94050794.html
3 bedroom duplex for sale,"School Lane, Bothwell, Glasgow, G71 8RE",26/06/2020,"HD Video Available. A stunning and tastefully designed upper conversion within the former Bothwell Primary School building of central Bothwell. Located within “The Girls” wing of the former school, this lovely home has undergone an extensive programme of modernisation which has signifi...","£285,000",01698 650069,https://www.rightmove.co.uk//property-for-sale/property-81355924.html
